ch01_s02_orange	一八四〇年代哥伦比亚村屋的餐厅。一个形销骨立、胡须凌乱的中年男人在长桌首位庄严入座，因激动而颤抖，举起一只橙子对着两个孩子和一个神色严厉的女人宣布什么。桌上摊着天文草图。烛光和窗光交错。
ch01_s02_smash	一八四〇年代村屋内。一个身材娇小的女人在盛怒中把一具黄铜星盘摔在夯土地面上，星盘碎裂零件飞散。对面一个高大的胡须男人无动于衷地站着，双手背在身后。墙上钉满潦草的天文图。
ch01_s02_lab	一八四〇年代一间刚搭起的简陋炼金实验室。木架上摆满蒸馏瓶、坩埚、漏斗、滤网和一座小炼金炉，还有一个长颈的哲学之卵烧瓶。一个戴黑色大礼帽的吉卜赛老人正把最后一件器具递给一个高大的胡须男人。斜光从高窗射入，尘埃浮动。
ch01_s03_melquiades	一八四〇年代一间昏暗的炼金实验室内部。一个身形肥大、胡须蓬乱、戴黑色大礼帽的吉卜赛老人坐在木凳上，面容枯槁、牙齿掉光、裹在破旧斗篷里，神情疲惫而深不可测。一个高大的中年男人俯身倾听他说话。四周是蒸馏瓶、陶罐、坩埚和木架。一束斜光从高窗射入，光柱里浮着尘埃。
ch01_s03_mercury	一八四〇年代昏暗的炼金实验室。地上一个打碎的小玻璃瓶，银色的水银珠四散滚开。一个身材娇小、神色严厉的女人站在门口，掩住口鼻，眼神厌恶。一个戴黑色大礼帽的枯槁老人抬手想要解释。两个孩子躲在女人身后。
ch01_s04_gold	一八四〇年代一间炼金实验室。一口架在炭炉上的大锅正在熬煮，浓烟翻滚。一个高大的中年男人俯身盯着锅，神情狂热；旁边桌上摊着一堆金币。一个娇小严厉的女人双臂抱在胸前站在门口看着他。四周散落坩埚、风箱、陶罐。
ch01_s04_residue	一八四〇年代炼金实验室。一口大铁锅从炭炉上端下来，锅底粘着一坨焦黑碳化的油渣。一个高大的中年男人双手撑在桌沿俯视锅底，神情茫然。旁边一个娇小的女人捂着嘴。炉火将熄，浓烟未散。
ch01_s05_teeth	一八四〇年代哥伦比亚村庄的集市帐篷内。一个身形肥大的吉卜赛老人站在台上，一手举起一副摘下的假牙向人群展示，笑容诡异，脸颊塌陷。围观的村民面露惊骇后退，有人捂嘴。帐篷内挂着油灯，光从上方打下。
ch01_s05_riverbank_dream	一八四〇年代哥伦比亚。黄昏，一个高大凌乱的中年男人站在村边河岸上，背对观者望向河的另一边，双手张开像在描述什么。他身旁站着一个娇小的女人，双臂抱胸。河对岸是茫茫沼泽和雾气，隐约有远方的光。
ch01_s06_macondo	一八四〇年代哥伦比亚沼泽边的小村庄全景，略高的俯视视角。二十几间泥巴和芦苇盖的屋子沿清澈的河岸整齐排开，河床里是洁白的卵石。妇女在河边洗衣，男人在菜园劳作。远处是雾气笼罩的沼泽和山脉。
